movie_id,title,genres,year,clean_title,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
28,"City of Lost Children, The (1995)",Adventure|Sci-Fi,1995,"City of Lost Children, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama,1995,Shanghai Triad (Yao a yao yao dao waipo qiao),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,Dangerous Minds (1995),Drama,1995,Dangerous Minds,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,Twelve Monkeys (1995),Drama|Sci-Fi,1995,Twelve Monkeys,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,Wings of Courage (1995),Adventure|Romance,1995,Wings of Courage,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,Babe (1995),Children's|Comedy|Drama,1995,Babe,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
34,Carrington (1995),Drama|Romance,1995,Carrington,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35,Dead Man Walking (1995),Drama,1995,Dead Man Walking,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,Across the Sea of Time (1995),Documentary,1995,Across the Sea of Time,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,It Takes Two (1995),Comedy,1995,It Takes Two,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Clueless (1995),Comedy|Romance,1995,Clueless,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
39,"Cry, the Beloved Country (1995)",Drama,1995,"Cry, the Beloved Country",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,Richard III (1995),Drama|War,1995,Richard III,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41,Dead Presidents (1995),Action|Crime|Drama,1995,Dead Presidents,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
42,Restoration (1995),Drama,1995,Restoration,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,Mortal Kombat (1995),Action|Adventure,1995,Mortal Kombat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,To Die For (1995),Comedy|Drama,1995,To Die For,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
45,How to Make an American Quilt (1995),Drama|Romance,1995,How to Make an American Quilt,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
46,Seven (Se7en) (1995),Crime|Thriller,1995,Seven (Se7en),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47,Pocahontas (1995),Animation|Children's|Musical|Romance,1995,Pocahontas,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
48,When Night Is Falling (1995),Drama|Romance,1995,When Night Is Falling,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
49,"Usual Suspects, The (1995)",Crime|Thriller,1995,"Usual Suspects, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50,Guardian Angel (1994),Action|Drama|Thriller,1994,Guardian Angel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51,Mighty Aphrodite (1995),Comedy,1995,Mighty Aphrodite,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Lamerica (1994),Drama,1994,Lamerica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,"Big Green, The (1995)",Children's|Comedy,1995,"Big Green, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Georgia (1995),Drama,1995,Georgia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,Kids of the Round Table (1995),Adventure|Children's|Fantasy,1995,Kids of the Round Table,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,Home for the Holidays (1995),Drama,1995,Home for the Holidays,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,"Postino, Il (The Postman) (1994)",Drama|Romance,1994,"Postino, Il (The Postman)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,1995,"Confessional, The (Le Confessionnal)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
59,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,1995,"Indian in the Cupboard, The",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,Eye for an Eye (1996),Drama|Thriller,1996,Eye for an Eye,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
61,Mr. Holland's Opus (1995),Drama,1995,Mr. Holland's Opus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Two if by Sea (1996),Comedy|Romance,1996,Two if by Sea,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
64,Bio-Dome (1996),Comedy,1996,Bio-Dome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,1996,Lawnmower Man 2: Beyond Cyberspace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
66,Two Bits (1995),Drama,1995,Two Bits,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,French Twist (Gazon maudit),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
68,Friday (1995),Comedy,1995,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,1996,From Dusk Till Dawn,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
70,Fair Game (1995),Action,1995,Fair Game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Kicking and Screaming (1995),Comedy|Drama,1995,Kicking and Screaming,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72,"Misérables, Les (1995)",Drama|Musical,1995,"Misérables, Les",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
73,Bed of Roses (1996),Drama|Romance,1996,Bed of Roses,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
74,Big Bully (1996),Comedy|Drama,1996,Big Bully,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
75,Screamers (1995),Sci-Fi|Thriller,1995,Screamers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
76,Nico Icon (1995),Documentary,1995,Nico Icon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77,"Crossing Guard, The (1995)",Drama,1995,"Crossing Guard, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,"Juror, The (1996)",Drama|Thriller,1996,"Juror, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
79,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,1995,"White Balloon, The (Badkonake Sefid )",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,1995,Things to Do in Denver when You're Dead,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
81,Antonia's Line (Antonia) (1995),Drama,1995,Antonia's Line (Antonia),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,Once Upon a Time... When We Were Colored (1995),Drama,1995,Once Upon a Time... When We Were Colored,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,Last Summer in the Hamptons (1995),Comedy|Drama,1995,Last Summer in the Hamptons,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84,Angels and Insects (1995),Drama|Romance,1995,Angels and Insects,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
85,White Squall (1996),Adventure|Drama,1996,White Squall,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,Dunston Checks In (1996),Children's|Comedy,1996,Dunston Checks In,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Black Sheep (1996),Comedy,1996,Black Sheep,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Nick of Time (1995),Action|Thriller,1995,Nick of Time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,"Journey of August King, The (1995)",Drama,1995,"Journey of August King, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,Mary Reilly (1996),Drama|Thriller,1996,Mary Reilly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
91,Vampire in Brooklyn (1995),Comedy|Romance,1995,Vampire in Brooklyn,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
92,Beautiful Girls (1996),Drama,1996,Beautiful Girls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,Broken Arrow (1996),Action|Thriller,1996,Broken Arrow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94,In the Bleak Midwinter (1995),Comedy,1995,In the Bleak Midwinter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"Hate (Haine, La) (1995)",Drama,1995,"Hate (Haine, La)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96,Shopping (1994),Action|Thriller,1994,Shopping,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,Heidi Fleiss: Hollywood Madam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,City Hall (1996),Drama|Thriller,1996,City Hall,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
99,Bottle Rocket (1996),Comedy,1996,Bottle Rocket,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Mr. Wrong (1996),Comedy,1996,Mr. Wrong,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Unforgettable (1996),Thriller,1996,Unforgettable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,Happy Gilmore (1996),Comedy,1996,Happy Gilmore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"Bridges of Madison County, The (1995)",Drama|Romance,1995,"Bridges of Madison County, The",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
104,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994,Nobody Loves Me (Keiner liebt mich),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
105,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,1996,Muppet Treasure Island,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
106,Catwalk (1995),Documentary,1995,Catwalk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,Headless Body in Topless Bar (1995),Comedy,1995,Headless Body in Topless Bar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Braveheart (1995),Action|Drama|War,1995,Braveheart,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
109,Taxi Driver (1976),Drama|Thriller,1976,Taxi Driver,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
110,Rumble in the Bronx (1995),Action|Adventure|Crime,1995,Rumble in the Bronx,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,Before and After (1996),Drama|Mystery,1996,Before and After,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
112,Margaret's Museum (1995),Drama,1995,Margaret's Museum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113,Happiness Is in the Field (1995),Comedy,1995,Happiness Is in the Field,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Anne Frank Remembered (1995),Documentary,1995,Anne Frank Remembered,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,"Young Poisoner's Handbook, The (1995)",Crime,1995,"Young Poisoner's Handbook, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,If Lucy Fell (1996),Comedy|Romance,1996,If Lucy Fell,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
117,"Steal Big, Steal Little (1995)",Comedy,1995,"Steal Big, Steal Little",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Race the Sun (1996),Drama,1996,Race the Sun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,"Boys of St. Vincent, The (1993)",Drama,1993,"Boys of St. Vincent, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,Boomerang (1992),Comedy|Romance,1992,Boomerang,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
121,Chungking Express (1994),Drama|Mystery|Romance,1994,Chungking Express,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
122,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995,"Star Maker, The (Uomo delle stelle, L')",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,Flirting With Disaster (1996),Comedy,1996,Flirting With Disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,1994,"NeverEnding Story III, The",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,1994,"Silence of the Palace, The (Saimt el Qusur)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
126,Jupiter's Wife (1994),Documentary,1994,Jupiter's Wife,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,Pie in the Sky (1995),Comedy|Romance,1995,Pie in the Sky,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
128,Angela (1995),Drama,1995,Angela,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,Frankie Starlight (1995),Drama|Romance,1995,Frankie Starlight,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
130,Jade (1995),Thriller,1995,Jade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,Nueba Yol (1995),Comedy|Drama,1995,Nueba Yol,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
132,Sonic Outlaws (1995),Documentary,1995,Sonic Outlaws,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133,Down Periscope (1996),Comedy,1996,Down Periscope,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,From the Journals of Jean Seberg (1995),Documentary,1995,From the Journals of Jean Seberg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135,Man of the Year (1995),Documentary,1995,Man of the Year,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,"Neon Bible, The (1995)",Drama,1995,"Neon Bible, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,Target (1995),Action|Drama,1995,Target,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138,Up Close and Personal (1996),Drama|Romance,1996,Up Close and Personal,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
139,"Birdcage, The (1996)",Comedy,1996,"Birdcage, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Shadows (Cienie) (1988),Drama,1988,Shadows (Cienie),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,Gospa (1995),Drama,1995,Gospa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
142,"Brothers McMullen, The (1995)",Comedy,1995,"Brothers McMullen, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Bad Boys (1995),Action,1995,Bad Boys,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,"Amazing Panda Adventure, The (1995)",Adventure|Children's,1995,"Amazing Panda Adventure, The",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"Basketball Diaries, The (1995)",Drama,1995,"Basketball Diaries, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,"Awfully Big Adventure, An (1995)",Drama,1995,"Awfully Big Adventure, An",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147,Amateur (1994),Crime|Drama|Thriller,1994,Amateur,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
148,Apollo 13 (1995),Drama,1995,Apollo 13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,Rob Roy (1995),Drama|Romance|War,1995,Rob Roy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
150,"Addiction, The (1995)",Horror,1995,"Addiction, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
151,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995,Batman Forever,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
152,Belle de jour (1967),Drama,1967,Belle de jour,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153,Beyond Rangoon (1995),Drama|War,1995,Beyond Rangoon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
154,Blue in the Face (1995),Comedy,1995,Blue in the Face,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Canadian Bacon (1994),Comedy|War,1994,Canadian Bacon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
156,Casper (1995),Adventure|Children's,1995,Casper,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Clockers (1995),Drama,1995,Clockers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995,Congo,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
159,Crimson Tide (1995),Drama|Thriller|War,1995,Crimson Tide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
160,Crumb (1994),Documentary,1994,Crumb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,Desperado (1995),Action|Romance|Thriller,1995,Desperado,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
162,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,Devil in a Blue Dress,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
163,Die Hard: With a Vengeance (1995),Action|Thriller,1995,Die Hard: With a Vengeance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,"Doom Generation, The (1995)",Comedy|Drama,1995,"Doom Generation, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
165,Feast of July (1995),Drama,1995,Feast of July,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,First Knight (1995),Action|Adventure|Drama|Romance,1995,First Knight,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
167,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,1995,Free Willy 2: The Adventure Home,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,Hackers (1995),Action|Crime|Thriller,1995,Hackers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
169,Jeffrey (1995),Comedy,1995,Jeffrey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995,Johnny Mnemonic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
171,Judge Dredd (1995),Action|Adventure|Sci-Fi,1995,Judge Dredd,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
172,Jury Duty (1995),Comedy,1995,Jury Duty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Kids (1995),Drama,1995,Kids,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174,Living in Oblivion (1995),Comedy,1995,Living in Oblivion,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Lord of Illusions (1995),Horror,1995,Lord of Illusions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
176,Love & Human Remains (1993),Comedy,1993,Love & Human Remains,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Mad Love (1995),Drama|Romance,1995,Mad Love,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
178,Mallrats (1995),Comedy,1995,Mallrats,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,1995,Mighty Morphin Power Rangers: The Movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Moonlight and Valentino (1995),Drama|Romance,1995,Moonlight and Valentino,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
181,Mute Witness (1994),Thriller,1994,Mute Witness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,Nadja (1994),Drama,1994,Nadja,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
183,"Net, The (1995)",Sci-Fi|Thriller,1995,"Net, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
184,Nine Months (1995),Comedy,1995,Nine Months,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Party Girl (1995),Comedy,1995,Party Girl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"Prophecy, The (1995)",Horror,1995,"Prophecy, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,Reckless (1995),Comedy,1995,Reckless,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Safe (1995),Thriller,1995,Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,"Scarlet Letter, The (1995)",Drama,1995,"Scarlet Letter, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190,"Show, The (1995)",Documentary,1995,"Show, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,Showgirls (1995),Drama,1995,Showgirls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192,Smoke (1995),Drama,1995,Smoke,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,Something to Talk About (1995),Comedy|Drama|Romance,1995,Something to Talk About,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
194,Species (1995),Horror|Sci-Fi,1995,Species,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
195,"Stars Fell on Henrietta, The (1995)",Drama,1995,"Stars Fell on Henrietta, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
196,Strange Days (1995),Action|Crime|Sci-Fi,1995,Strange Days,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
